Plugin ID;CVE;CVSS;Risk;Host;Protocol;Port;Name;Synopsis;Description;Solution;See Also;Plugin Output;STIG Severity;CVSS v3.0 Base Score;CVSS Temporal Score;CVSS v3.0 Temporal Score;Risk Factor;BID;XREF;MSKB;Plugin Publication Date;Plugin Modification Date;Metasploit;Core Impact;CANVAS
any version of SSL will not meet the PCI SSC's definition of 'strong;;;;;;;;;;;;;;;;;;;;;;;;;
"cryptography'.""";Consult the application's documentation to disable SSL 2.0 and 3.0.;;;;;;;;;;;;;;;;;;;;;;;;
"Use TLS 1.2 (with approved cipher suites) or higher instead.""";https://www.schneier.com/academic/paperfiles/paper-ssl.pdf;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?b06c7e95;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?247c4540;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.openssl.org/~bodo/ssl-poodle.pdf;;;;;;;;;;;;;;;;;;;;;;;;;
http://www.nessus.org/u?5d15ba70;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.imperialviolet.org/2014/10/14/poodle.html;;;;;;;;;;;;;;;;;;;;;;;;;
https://tools.ietf.org/html/rfc7507;;;;;;;;;;;;;;;;;;;;;;;;;
"https://tools.ietf.org/html/rfc7568""";;;;;;;;;;;;;;;;;;;;;;;;;
#¿NOMBRE?;;;;;;;;;;;;;;;;;;;;;;;;;
"	Explanation: TLS 1.0 and SSL 3.0 cipher suites may be used with SSLv3";;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  Medium Strength Ciphers (> 64-bit and < 112-bit key; or 3DES);;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    EDH-RSA-DES-CBC3-SHA                           DH            RSA      3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;;
    DES-CBC3-SHA                                   RSA           RSA      3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  High Strength Ciphers (>= 112-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    DHE-RSA-AES128-SHA                             DH            RSA      AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;;
    DHE-RSA-AES256-SHA                             DH            RSA      AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;;
    AES128-SHA                                     RSA           RSA      AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;;
    AES256-SHA                                     RSA           RSA      AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;;
    RC4-SHA                                        RSA           RSA      RC4(128)               SHA1;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
;,7.5;;;High;;;;12/10/2005;06/05/2020;;;;;;;;;;;;;;;;
20108;;;None;10.0.2.6;tcp;8180;Web Server / Application favicon.ico Vendor Fingerprinting;The remote web server contains a graphic image that is prone to;;;;;;;;;;;;;;;;;
"information disclosure.""";The 'favicon.ico' file found on the remote web server belongs to a;;;;;;;;;;;;;;;;;;;;;;;;
"popular web server. This may be used to fingerprint the web server.""";Remove the 'favicon.ico' file or create a custom one for your site.;;;;;;;;;;;;;;;;;;;;;;;;
  MD5 fingerprint : 4644f2d45601037b8423d45e13194c93;;;;;;;;;;;;;;;;;;;;;;;;;
  Web server      : Apache Tomcat or Alfresco Community;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;28/10/2005;12/06/2020;;;;;;;;;;;;;;;;;
21186;;;None;10.0.2.6;tcp;8009;AJP Connector Detection;There is an AJP connector listening on the remote host.;The remote host is running an AJP (Apache JServ Protocol) connector, a;;;;;;;;;;;;;;;;
service by which a standalone web server such as Apache communicates;;;;;;;;;;;;;;;;;;;;;;;;;
"over TCP with a Java servlet container such as Tomcat.""";n/a;http://tomcat.apache.org/connectors-doc/;;;;;;;;;;;;;;;;;;;;;;;
"http://tomcat.apache.org/connectors-doc/ajp/ajpv13a.html""";;;;;;;;;;;;;;;;;;;;;;;;;
The connector listing on this port supports the ajp13 protocol.;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;05/04/2006;22/11/2019;;;;;;;;;;;;;;;;;
21643;;;None;10.0.2.6;tcp;25;SSL Cipher Suites Supported;The remote service encrypts communications using SSL.;This plugin detects which SSL ciphers are supported by the remote;;;;;;;;;;;;;;;;
"service for encrypting communications.""";n/a;https://www.openssl.org/docs/man1.1.0/apps/ciphers.html;;;;;;;;;;;;;;;;;;;;;;;
"http://www.nessus.org/u?3a040ada""";;;;;;;;;;;;;;;;;;;;;;;;;
Here is the list of SSL ciphers supported by the remote server :;;;;;;;;;;;;;;;;;;;;;;;;;
Each group is reported per SSL Version.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SSL Version : TLSv1;;;;;;;;;;;;;;;;;;;;;;;;;
  Low Strength Ciphers (<= 64-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-EDH-RSA-DES-CBC-SHA       0x00; 0x14       DH(512)       RSA      DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EDH-RSA-DES-CBC-SHA           0x00; 0x15       DH            RSA      DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-ADH-DES-CBC-SHA           0x00; 0x19       DH(512)       None     DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-ADH-RC4-MD5               0x00; 0x17       DH(512)       None     RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-DES-CBC-SHA               0x00; 0x1A       DH            None     DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-DES-CBC-SHA               0x00; 0x08       RSA(512)      RSA      DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-RC2-CBC-MD5               0x00; 0x06       RSA(512)      RSA      RC2-CBC(40)            MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-RC4-MD5                   0x00; 0x03       RSA(512)      RSA      RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
    DES-CBC-SHA                   0x00; 0x09       RSA           RSA      DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  Medium Strength Ciphers (> 64-bit and < 112-bit key; or 3DES);;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    EDH-RSA-DES-CBC3-SHA          0x00; 0x16       DH            RSA      3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-DES-CBC3-SHA              0x00; 0x1B       DH            None     3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    DES-CBC3-SHA                  0x00; 0x0A       RSA           RSA      3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  High Strength Ciphers (>= 112-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    DHE-RSA-AES128-SHA            0x00; 0x33       DH            RSA      AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    DHE-RSA-AES256-SHA            0x00; 0x39       DH            RSA      AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-AES128-SHA                0x00; 0x34       DH            None     AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-AES256-SHA                0x00; 0x3A       DH            None     AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-RC4-MD5                   0x00; 0x18       DH            None     RC4(128)               MD5;;;;;;;;;;;;;;;;;;;;;;;;
    AES128-SHA                    0x00; 0x2F       RSA           RSA      AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    AES256-SHA                    0x00; 0x35       RSA           RSA      AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    RC4-MD5                       0x00; 0x04       RSA           RSA      RC4(128)               MD5;;;;;;;;;;;;;;;;;;;;;;;;
    RC4-SHA                       0x00; 0x05       RSA           RSA      RC4(128)               SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SSL Version : SSLv3;;;;;;;;;;;;;;;;;;;;;;;;;
  Low Strength Ciphers (<= 64-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-EDH-RSA-DES-CBC-SHA       0x00; 0x14       DH(512)       RSA      DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EDH-RSA-DES-CBC-SHA           0x00; 0x15       DH            RSA      DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-ADH-DES-CBC-SHA           0x00; 0x19       DH(512)       None     DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-ADH-RC4-MD5               0x00; 0x17       DH(512)       None     RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-DES-CBC-SHA               0x00; 0x1A       DH            None     DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-DES-CBC-SHA               0x00; 0x08       RSA(512)      RSA      DES-CBC(40)            SHA1      export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-RC2-CBC-MD5               0x00; 0x06       RSA(512)      RSA      RC2-CBC(40)            MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
    EXP-RC4-MD5                   0x00; 0x03       RSA(512)      RSA      RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;;
    DES-CBC-SHA                   0x00; 0x09       RSA           RSA      DES-CBC(56)            SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  Medium Strength Ciphers (> 64-bit and < 112-bit key; or 3DES);;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    EDH-RSA-DES-CBC3-SHA          0x00; 0x16       DH            RSA      3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-DES-CBC3-SHA              0x00; 0x1B       DH            None     3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    DES-CBC3-SHA                  0x00; 0x0A       RSA           RSA      3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  High Strength Ciphers (>= 112-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    DHE-RSA-AES128-SHA            0x00; 0x33       DH            RSA      AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    DHE-RSA-AES256-SHA            0x00; 0x39       DH            RSA      AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-AES128-SHA                0x00; 0x34       DH            None     AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-AES256-SHA                0x00; 0x3A       DH            None     AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    ADH-RC4-MD5                   0x00; 0x18       DH            None     RC4(128)               MD5;;;;;;;;;;;;;;;;;;;;;;;;
    AES128-SHA                    0x00; 0x2F       RSA           RSA      AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    AES256-SHA                    0x00; 0x35       RSA           RSA      AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    RC4-MD5                       0x00; 0x04       RSA           RSA      RC4(128)               MD5;;;;;;;;;;;;;;;;;;;;;;;;
    RC4-SHA                       0x00; 0x05       RSA           RSA      RC4(128)               SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SSL Version : SSLv2;;;;;;;;;;;;;;;;;;;;;;;;;
  Low Strength Ciphers (<= 64-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    DES-CBC-MD5                   0x06; 0x00; 0x40 RSA           RSA      DES-CBC(56)            MD5;;;;;;;;;;;;;;;;;;;;;;;
    EXP-RC2-CBC-MD5               0x04; 0x00; 0x80 RSA(512)      RSA      RC2-CBC(40)            MD5       export;;;;;;;;;;;;;;;;;;;;;;;
    EXP-RC4-MD5                   0x02; 0x00; 0x80 RSA(512)      RSA      RC4(40)                MD5       export;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  Medium Strength Ciphers (> 64-bit and < 112-bit key; or 3DES);;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    DES-CBC3-MD5                  0x07; 0x00; 0xC0 RSA           RSA      3DES-CBC(168)          MD5;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  High Strength Ciphers (>= 112-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    RC2-CBC-MD5                   0x03; 0x00; 0x80 RSA           RSA      RC2-CBC(128)           MD5;;;;;;;;;;;;;;;;;;;;;;;
    RC4-MD5                       0x01; 0x00; 0x80 RSA           RSA      RC4(128)               MD5;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Note that this service does not encrypt traffic by default but does;;;;;;;;;;;;;;;;;;;;;;;;;
support upgrading to an encrypted connection using STARTTLS.;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;05/06/2006;12/06/2020;;;;;;;;;;;;;;;;;
21643;;;None;10.0.2.6;tcp;5432;SSL Cipher Suites Supported;The remote service encrypts communications using SSL.;This plugin detects which SSL ciphers are supported by the remote;;;;;;;;;;;;;;;;
"service for encrypting communications.""";n/a;https://www.openssl.org/docs/man1.1.0/apps/ciphers.html;;;;;;;;;;;;;;;;;;;;;;;
"http://www.nessus.org/u?3a040ada""";;;;;;;;;;;;;;;;;;;;;;;;;
Here is the list of SSL ciphers supported by the remote server :;;;;;;;;;;;;;;;;;;;;;;;;;
Each group is reported per SSL Version.;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SSL Version : TLSv1;;;;;;;;;;;;;;;;;;;;;;;;;
  Medium Strength Ciphers (> 64-bit and < 112-bit key; or 3DES);;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    EDH-RSA-DES-CBC3-SHA          0x00; 0x16       DH            RSA      3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    DES-CBC3-SHA                  0x00; 0x0A       RSA           RSA      3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  High Strength Ciphers (>= 112-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    DHE-RSA-AES128-SHA            0x00; 0x33       DH            RSA      AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    DHE-RSA-AES256-SHA            0x00; 0x39       DH            RSA      AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    AES128-SHA                    0x00; 0x2F       RSA           RSA      AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    AES256-SHA                    0x00; 0x35       RSA           RSA      AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    RC4-SHA                       0x00; 0x05       RSA           RSA      RC4(128)               SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SSL Version : SSLv3;;;;;;;;;;;;;;;;;;;;;;;;;
  Medium Strength Ciphers (> 64-bit and < 112-bit key; or 3DES);;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    EDH-RSA-DES-CBC3-SHA          0x00; 0x16       DH            RSA      3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    DES-CBC3-SHA                  0x00; 0x0A       RSA           RSA      3DES-CBC(168)          SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  High Strength Ciphers (>= 112-bit key);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
    Name                          Code             KEX           Auth     Encryption             MAC;;;;;;;;;;;;;;;;;;;;;;;;;
    ----------------------        ----------       ---           ----     ---------------------  ---;;;;;;;;;;;;;;;;;;;;;;;;;
    DHE-RSA-AES128-SHA            0x00; 0x33       DH            RSA      AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    DHE-RSA-AES256-SHA            0x00; 0x39       DH            RSA      AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    AES128-SHA                    0x00; 0x2F       RSA           RSA      AES-CBC(128)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    AES256-SHA                    0x00; 0x35       RSA           RSA      AES-CBC(256)           SHA1;;;;;;;;;;;;;;;;;;;;;;;;
    RC4-SHA                       0x00; 0x05       RSA           RSA      RC4(128)               SHA1;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
The fields above are :;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
  {Tenable ciphername};;;;;;;;;;;;;;;;;;;;;;;;;
  {Cipher ID code};;;;;;;;;;;;;;;;;;;;;;;;;
  Kex={key exchange};;;;;;;;;;;;;;;;;;;;;;;;;
  Auth={authentication};;;;;;;;;;;;;;;;;;;;;;;;;
  Encrypt={symmetric encryption method};;;;;;;;;;;;;;;;;;;;;;;;;
  MAC={message authentication code};;;;;;;;;;;;;;;;;;;;;;;;;
  {export flag};;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Note that this service does not encrypt traffic by default but does;;;;;;;;;;;;;;;;;;;;;;;;;
support upgrading to an encrypted connection using STARTTLS.;;;;;;;;;;;;;;;;;;;;;;;;;
;,;,;"None""";;;;05/06/2006;12/06/2020;;;;;;;;;;;;;;;;;
22227;;;None;10.0.2.6;tcp;1099;RMI Registry Detection;An RMI registry is listening on the remote host.;The remote host is running an RMI registry, which acts as a bootstrap;;;;;;;;;;;;;;;;
naming service for registering and retrieving remote objects with;;;;;;;;;;;;;;;;;;;;;;;;;
"simple names in the Java Remote Method Invocation (RMI) system.""";n/a;https://docs.oracle.com/javase/1.5.0/docs/guide/rmi/spec/rmiTOC.html;;;;;;;;;;;;;;;;;;;;;;;
"http://www.nessus.org/u?b6fd7659""";Valid response recieved for port 1099:;;;;;;;;;;;;;;;;;;;;;;;;
0x00:  51 AC ED 00 05 77 0F 01 76 38 F3 9A 00 00 01 72    Q....w..v8.....r;;;;;;;;;;;;;;;;;;;;;;;;;
0x10:  FA 35 95 40 80 02 75 72 00 13 5B 4C 6A 61 76 61    .5.@..ur..[Ljava;;;;;;;;;;;;;;;;;;;;;;;;;
